Run,Duration,Accuracy,Cost
1,1465.291042,0.902899981,2.160864641
2,1528.524516,0.909200013,2.254115042
3,1527.235518,0.905600011,2.252214158
4,1465.036013,0.914099991,2.16048855
5,1586.136355,0.901199996,2.339075219
