Run,Duration,Accuracy,Cost
1,938.9640322,0.891499996,1.197398201
2,936.2126839,0.89139998,1.19388959
3,910.3218579,0.909500003,1.160872747
4,1122.087209,0.899900019,1.430922974
5,928.2756312,0.898400009,1.183767996
