Wall Time,Step,Accuracy,Zone,Run
1550337686.284647,0,0.10000000149011612,us-central1-c,1
1550338004.797983,4000,0.7872999906539917,us-central1-c,1
1550338323.87974,8000,0.8169999718666077,us-central1-c,1
1550338703.020896,12000,0.8601999878883362,us-central1-c,1
1550339021.764,16000,0.8535000085830688,us-central1-c,1
1550339341.171547,20000,0.8644000291824341,us-central1-c,1
1550339659.588352,24000,0.8468999862670898,us-central1-c,1
1550340038.419149,28000,0.8687999844551086,us-central1-c,1
1550340358.052397,32000,0.8755000233650208,us-central1-c,1
1550340677.585622,36000,0.9257000088691711,us-central1-c,1
1550340997.225089,40000,0.9282000064849854,us-central1-c,1
1550341378.132626,44000,0.9276000261306763,us-central1-c,1
1550341697.491992,48000,0.9294999837875366,us-central1-c,1
1550342016.372222,52000,0.9302999973297119,us-central1-c,1
1550342396.224617,56000,0.9297999739646912,us-central1-c,1
1550342715.093474,60000,0.930400013923645,us-central1-c,1
1550343034.407323,64000,0.930899977684021,us-central1-c,1
1550343625.102952,0,0.10849999636411667,us-central1-c,2
1550343943.766659,4000,0.7516999840736389,us-central1-c,2
1550344262.750218,8000,0.8327000141143799,us-central1-c,2
1550344642.160002,12000,0.8540999889373779,us-central1-c,2
1550344961.453941,16000,0.8495000004768372,us-central1-c,2
1550345280.101588,20000,0.8375999927520752,us-central1-c,2
1550345598.478506,24000,0.8792999982833862,us-central1-c,2
1550345977.826599,28000,0.864300012588501,us-central1-c,2
1550346296.535099,32000,0.8709999918937683,us-central1-c,2
1550346615.776485,36000,0.9265999794006348,us-central1-c,2
1550346935.926435,40000,0.9294999837875366,us-central1-c,2
1550347315.012203,44000,0.9280999898910522,us-central1-c,2
1550347634.030226,48000,0.9289000034332275,us-central1-c,2
1550347953.646137,52000,0.9304999709129333,us-central1-c,2
1550348333.778763,56000,0.9312999844551086,us-central1-c,2
1550348652.91967,60000,0.9312000274658203,us-central1-c,2
1550348972.082298,64000,0.9308000206947327,us-central1-c,2
1550349451.178517,0,0.10570000112056732,us-central1-c,3
1550349771.014084,4000,0.7760999798774719,us-central1-c,3
1550350150.648303,8000,0.8319000005722046,us-central1-c,3
1550350469.76761,12000,0.8583999872207642,us-central1-c,3
1550350850.500595,16000,0.854200005531311,us-central1-c,3
1550351169.825365,20000,0.8575999736785889,us-central1-c,3
1550351548.707846,24000,0.8780999779701233,us-central1-c,3
1550351867.501173,28000,0.8849999904632568,us-central1-c,3
1550352247.115413,32000,0.8971999883651733,us-central1-c,3
1550352566.722031,36000,0.9286999702453613,us-central1-c,3
1550352946.816999,40000,0.9309999942779541,us-central1-c,3
1550353265.937366,44000,0.9294999837875366,us-central1-c,3
1550353645.937363,48000,0.9325000047683716,us-central1-c,3
1550353964.953155,52000,0.9320999979972839,us-central1-c,3
1550354283.646487,56000,0.9320999979972839,us-central1-c,3
1550354663.61786,60000,0.932699978351593,us-central1-c,3
1550354983.158483,64000,0.9315999746322632,us-central1-c,3
1550355476.949549,0,0.10000000149011612,us-central1-c,4
1550355795.346004,4000,0.8062999844551086,us-central1-c,4
1550356175.113184,8000,0.85589998960495,us-central1-c,4
1550356494.034542,12000,0.868399977684021,us-central1-c,4
1550356873.293131,16000,0.8704000115394592,us-central1-c,4
1550357192.012791,20000,0.852400004863739,us-central1-c,4
1550357570.919701,24000,0.8579000234603882,us-central1-c,4
1550357890.657858,28000,0.8725000023841858,us-central1-c,4
1550358270.121574,32000,0.8794999718666077,us-central1-c,4
1550358588.600729,36000,0.9297000169754028,us-central1-c,4
1550358968.011651,40000,0.9319000244140625,us-central1-c,4
1550359286.651398,44000,0.9290000200271606,us-central1-c,4
1550359665.969692,48000,0.9314000010490417,us-central1-c,4
1550359985.357903,52000,0.9316999912261963,us-central1-c,4
1550360365.163301,56000,0.9330999851226807,us-central1-c,4
1550360684.035307,60000,0.9316999912261963,us-central1-c,4
1550361064.175217,64000,0.9325000047683716,us-central1-c,4
1550361569.886867,0,0.09870000183582306,us-central1-c,5
1550361888.553678,4000,0.7944999933242798,us-central1-c,5
1550362207.037062,8000,0.8499000072479248,us-central1-c,5
1550362525.470022,12000,0.7940999865531921,us-central1-c,5
1550362904.766636,16000,0.8640999794006348,us-central1-c,5
1550363223.972278,20000,0.84579998254776,us-central1-c,5
1550363542.736565,24000,0.8597000241279602,us-central1-c,5
1550363860.976409,28000,0.8708999752998352,us-central1-c,5
1550364239.934345,32000,0.8614000082015991,us-central1-c,5
1550364558.723806,36000,0.9319000244140625,us-central1-c,5
1550364877.498528,40000,0.9326000213623047,us-central1-c,5
1550365196.633631,44000,0.9334999918937683,us-central1-c,5
1550365576.298159,48000,0.932699978351593,us-central1-c,5
1550365895.394507,52000,0.9333000183105469,us-central1-c,5
1550366215.032129,56000,0.9332000017166138,us-central1-c,5
1550366595.669757,60000,0.9332000017166138,us-central1-c,5
1550366915.463426,64000,0.9341999888420105,us-central1-c,5
1550369659.26601,0,0.10000000149011612,us-central1-c,6
1550369980.502725,4000,0.7441999912261963,us-central1-c,6
1550370299.275748,8000,0.8389999866485596,us-central1-c,6
1550370678.541898,12000,0.855400025844574,us-central1-c,6
1550370997.844918,16000,0.869700014591217,us-central1-c,6
1550371318.682998,20000,0.8597000241279602,us-central1-c,6
1550371637.909049,24000,0.8648999929428101,us-central1-c,6
1550372017.699741,28000,0.888700008392334,us-central1-c,6
1550372337.468478,32000,0.8715000152587891,us-central1-c,6
1550372656.883308,36000,0.9304999709129333,us-central1-c,6
1550373036.968191,40000,0.9287999868392944,us-central1-c,6
1550373355.790926,44000,0.9330000281333923,us-central1-c,6
1550373674.683211,48000,0.9325000047683716,us-central1-c,6
1550373993.374896,52000,0.934499979019165,us-central1-c,6
1550374374.369161,56000,0.9332000017166138,us-central1-c,6
1550374693.865451,60000,0.9330999851226807,us-central1-c,6
1550375014.614757,64000,0.9327999949455261,us-central1-c,6
1550375547.288227,0,0.09920000284910202,us-central1-c,7
1550375866.172726,4000,0.7835000157356262,us-central1-c,7
1550376185.062246,8000,0.7964000105857849,us-central1-c,7
1550376504.154923,12000,0.8517000079154968,us-central1-c,7
1550376884.610392,16000,0.8511999845504761,us-central1-c,7
1550377204.407298,20000,0.8723000288009644,us-central1-c,7
1550377523.679409,24000,0.8711000084877014,us-central1-c,7
1550377842.715343,28000,0.8828999996185303,us-central1-c,7
1550378221.749448,32000,0.8805000185966492,us-central1-c,7
1550378541.918944,36000,0.930400013923645,us-central1-c,7
1550378861.710459,40000,0.929099977016449,us-central1-c,7
1550379241.831669,44000,0.9305999875068665,us-central1-c,7
1550379560.363846,48000,0.9309999942779541,us-central1-c,7
1550379878.771077,52000,0.9319000244140625,us-central1-c,7
1550380258.200217,56000,0.9319000244140625,us-central1-c,7
1550380577.078879,60000,0.9322999715805054,us-central1-c,7
