Run,Duration,Accuracy,Cost
1,1827.342798,0.902999997,1.38366393
2,1826.926857,0.904799998,1.38334898
3,1828.849697,0.927100003,1.384804954
4,1828.067989,0.918799996,1.384213045
5,1887.227362,0.905300021,1.429008521
