Run,Duration,Accuracy,Cost
1,2006.021672,0.926599979,1.118825127
2,1944.062601,0.931299984,1.084268489
3,1954.168243,0.925800025,1.089904742
4,1949.005434,0.931100011,1.087025271
5,1947.760529,0.924700022,1.086330946
