Wall Time,Step,Accuracy,Zone,Run
1550337620.953745,0,0.10000000149011612,us-central1-a,1
1550337879.532397,4000,0.7645999789237976,us-central1-a,1
1550338138.47739,8000,0.8133000135421753,us-central1-a,1
1550338457.508964,12000,0.8098999857902527,us-central1-a,1
1550338715.592526,16000,0.869700014591217,us-central1-a,1
1550338973.768356,20000,0.8644999861717224,us-central1-a,1
1550339233.693874,24000,0.8629000186920166,us-central1-a,1
1550339552.299032,28000,0.8684999942779541,us-central1-a,1
1550339810.266021,32000,0.8720999956130981,us-central1-a,1
1550340069.06982,36000,0.928600013256073,us-central1-a,1
1550340387.637474,40000,0.9266999959945679,us-central1-a,1
1550340645.428877,44000,0.9276000261306763,us-central1-a,1
1550340903.827219,48000,0.9289000034332275,us-central1-a,1
1550341162.966947,52000,0.9298999905586243,us-central1-a,1
1550341482.448527,56000,0.9294999837875366,us-central1-a,1
1550341740.485232,60000,0.9297000169754028,us-central1-a,1
1550341999.22808,64000,0.9296000003814697,us-central1-a,1
1550342549.462908,0,0.09179999679327011,us-central1-a,2
1550342868.069228,4000,0.7447999715805054,us-central1-a,2
1550346441.781206,0,0.10000000149011612,us-central1-a,3
1550346699.614843,4000,0.7522000074386597,us-central1-a,3
1550347018.350522,8000,0.8485999703407288,us-central1-a,3
1550347276.017006,12000,0.8335999846458435,us-central1-a,3
1550347923.498232,0,0.0885000005364418,us-central1-a,4
1550348182.269456,4000,0.6751999855041504,us-central1-a,4
1550348502.442392,8000,0.794700026512146,us-central1-a,4
1550348761.18428,12000,0.8058000206947327,us-central1-a,4
1550349020.247651,16000,0.8041999936103821,us-central1-a,4
1550349338.96048,20000,0.8113999962806702,us-central1-a,4
1550349596.903908,24000,0.8590999841690063,us-central1-a,4
1550349854.859307,28000,0.8741000294685364,us-central1-a,4
1550350173.938018,32000,0.8535000085830688,us-central1-a,4
1550350433.298912,36000,0.9207000136375427,us-central1-a,4
1550350692.438908,40000,0.9196000099182129,us-central1-a,4
1550351011.841394,44000,0.9210000038146973,us-central1-a,4
1550351270.452545,48000,0.9222999811172485,us-central1-a,4
1550351529.249457,52000,0.9243000149726868,us-central1-a,4
1550351787.878523,56000,0.92330002784729,us-central1-a,4
1550352107.041625,60000,0.9235000014305115,us-central1-a,4
1550352366.388195,64000,0.9232000112533569,us-central1-a,4
1550352833.140995,0,0.10000000149011612,us-central1-a,5
1550353091.394603,4000,0.7429999709129333,us-central1-a,5
1550353349.972167,8000,0.819599986076355,us-central1-a,5
1550353669.306561,12000,0.8485000133514404,us-central1-a,5
1550353928.289357,16000,0.8574000000953674,us-central1-a,5
1550354246.597549,20000,0.859000027179718,us-central1-a,5
1550354504.285201,24000,0.8561999797821045,us-central1-a,5
1550354762.740522,28000,0.8740000128746033,us-central1-a,5
1550355081.591981,32000,0.878000020980835,us-central1-a,5
1550355339.521512,36000,0.9236000180244446,us-central1-a,5
1550355657.946082,40000,0.9257000088691711,us-central1-a,5
1550355915.933263,44000,0.9258000254631042,us-central1-a,5
1550356234.600023,48000,0.9276000261306763,us-central1-a,5
1550357079.979253,0,0.10000000149011612,us-central1-a,6
1550357337.782663,4000,0.7799999713897705,us-central1-a,6
1550357656.595841,8000,0.8568000197410583,us-central1-a,6
1550357914.761652,12000,0.8163999915122986,us-central1-a,6
