Run,Duration,Accuracy,Cost
1,2373.878895,0.924700022,1.229748365
2,2615.380878,0.925999999,1.354854439
3,2373.382915,0.930499971,1.229491431
4,2315.630617,0.930000007,1.199573816
5,2434.300683,0.925999999,1.261048865
