Zone,Run,Cost
us-central1-c,1,2.9227616361958266
us-central1-c,2,3.01863777242579
us-west1-b,1,3.023038572469554
us-west1-b,2,3.0181420574634505
us-west1-b,3,3.020519092567506
us-west1-b,4,3.0185731337319375
europe-west1-b,1,3.0270412202658035
europe-west1-b,2,3.0252763092002537
europe-west1-b,3,3.027340715850706
europe-west1-b,4,3.025133658330288
