Zone,Run,Cost
us-east1-c,1,3.0807782729555515
us-east1-c,2,2.9798484084135963
us-east1-c,3,2.9293072744872144
us-east1-c,4,3.030612825148311
us-east1-c,5,3.077114245979448
us-east1-c,6,2.9782939630608944
us-east1-c,7,3.0785247061538032
us-east1-c,8,3.0285186049132493
us-east1-c,9,3.0299736170934253
us-east1-c,10,2.977536736338396
