Run,Duration,Accuracy
1,1967.411442041397,0.9081000089645386
2,2019.3209869861603,0.9212999939918518
3,2021.6218819618225,0.91839998960495
4,1959.6938679218292,0.9185000061988831
5,1896.2983729839325,0.9068999886512756
6,2015.8138570785522,0.8971999883651733
7,2019.270651102066,0.9121000170707703
8,2015.161808013916,0.9114000201225281
9,2077.321333885193,0.90829998254776
10,2016.782338142395,0.8931000232696533
