Run,Duration,Accuracy,Cost
1,1321.310751,0.927600026,1.052952511
2,1379.46945,0.922800004,1.099299177
3,1386.95962,0.925100029,1.105268093
4,1323.123892,0.918600023,1.054397403
5,1381.335905,0.922500014,1.100786555
