Run,Duration,Accuracy
1,2310.6871571540833,0.8998000025749207
2,2433.8026399612427,0.9211000204086304
3,2670.5892820358276,0.9258999824523926
4,2614.8551659584045,0.913100004196167
5,2493.83362698555,0.9106000065803528
