Wall Time,Step,Accuracy,Run
1551042798.877373,0,0.08129999786615372,1
1551042872.128874,4008,0.5871000289916992,1
1551043005.226351,8009,0.7541999816894531,1
1551043138.41874,12011,0.7365000247955322,1
1551043271.37868,16013,0.7918999791145325,1
1551043404.377749,20016,0.8420000076293945,1
1551043477.401403,24021,0.8539999723434448,1
1551043610.246637,28022,0.8500999808311462,1
1551043743.070252,32023,0.8730000257492065,1
1551043875.949389,36027,0.8988000154495239,1
1551044008.78085,40029,0.9003000259399414,1
1551044081.951549,44033,0.8981999754905701,1
1551044215.002473,48036,0.8952999711036682,1
1551044348.186522,52036,0.8978999853134155,1
1551044481.262646,56041,0.8982999920845032,1
1551044614.235816,60040,0.8980000019073486,1
1551044687.406646,64003,0.8984000086784363,1
1551045444.986454,0,0.10000000149011612,2
1551045578.224212,4006,0.35519999265670776,2
1551045711.731758,8011,0.48179998993873596,2
1551045784.352739,12011,0.5878999829292297,2
1551045917.039445,16014,0.7402999997138977,2
1551046050.101105,20014,0.7595999836921692,2
1551046182.830103,24016,0.789900004863739,2
1551046315.581049,28019,0.8215000033378601,2
1551046448.377084,32023,0.8629000186920166,2
1551046581.443119,36026,0.8916000127792358,2
1551046714.303601,40026,0.8946999907493591,2
1551046847.263445,44030,0.8896999955177307,2
1551046920.143255,48033,0.8921999931335449,2
1551047053.350311,52037,0.8934000134468079,2
1551047186.463798,56038,0.8937000036239624,2
1551047320.551067,60040,0.8931999802589417,2
1551047453.281818,64002,0.8925999999046326,2
1551048182.673822,0,0.10000000149011612,3
1551048315.675792,4005,0.5277000069618225,3
1551048448.452377,8007,0.6894999742507935,3
1551048581.527886,12009,0.7821000218391418,3
1551048655.014313,16009,0.7925000190734863,3
1551048787.884183,20010,0.8338000178337097,3
1551048920.88128,24013,0.7979000210762024,3
1551049054.245248,28015,0.8521999716758728,3
1551049187.442582,32015,0.8504999876022339,3
1551049320.553235,36016,0.9021999835968018,3
1551049453.310123,40020,0.8996999859809875,3
1551049586.476652,44022,0.8999999761581421,3
1551049659.010764,48028,0.8988999724388123,3
1551049791.981857,52028,0.9036999940872192,3
1551049924.814092,56030,0.9032999873161316,3
1551050058.180868,60030,0.9021000266075134,3
1551050191.04566,64003,0.902899980545044,3
1551050921.392138,0,0.10010000318288803,4
1551051054.438402,4005,0.6215999722480774,4
1551051187.699929,8011,0.7134000062942505,4
1551051321.008475,12011,0.8087000250816345,4
1551051454.194898,16014,0.842199981212616,4
1551051587.208799,20016,0.8208000063896179,4
1551051660.256257,24021,0.7991999983787537,4
1551051794.248599,28021,0.8547000288963318,4
1551051927.625833,32023,0.8718000054359436,4
1551052061.146436,36026,0.9089000225067139,4
1551052194.233218,40029,0.9052000045776367,4
1551052327.173771,44032,0.9063000082969666,4
1551052460.7743,48035,0.9057999849319458,4
1551052593.828321,52038,0.9057999849319458,4
1551052726.582273,56041,0.9057000279426575,4
1551052859.704311,60043,0.9049999713897705,4
1551052932.961455,64002,0.9049000144004822,4
1551053698.373653,0,0.09589999914169312,5
1551053831.098968,4008,0.39820000529289246,5
1551053963.743669,8015,0.5587999820709229,5
1551054036.321437,12015,0.6126000285148621,5
1551054169.220845,16031,0.7470999956130981,5
1551054302.231371,20020,0.7800999879837036,5
1551054435.073155,24022,0.817300021648407,5
1551054567.96664,28026,0.8442999720573425,5
1551054641.571579,32029,0.8885999917984009,5
1551054774.705399,36031,0.9064000248908997,5
1551054907.707675,40034,0.9075999855995178,5
1551055041.270995,44037,0.9074000120162964,5
1551055114.173559,48039,0.9063000082969666,5
1551055248.536747,52043,0.9053000211715698,5
1551055381.642954,56045,0.9074000120162964,5
1551055515.757515,60045,0.9085999727249146,5
1551055649.561573,64004,0.9085999727249146,5
