Run,Duration,Accuracy
1,1888.529273033142,0.8984000086784363
2,2008.2953639030457,0.8925999999046326
3,2008.371838092804,0.902899980545044
4,2011.5693171024323,0.9049000144004822
5,1951.1879200935364,0.9085999727249146
