Run,Duration,Accuracy
1,1714.506268978119,0.9110000133514404
2,1776.1553719043732,0.9150999784469604
3,1722.0534069538116,0.9052000045776367
4,1778.5657269954681,0.9190000295639038
5,1836.2297160625458,0.907800018787384
6,1716.0789239406586,0.9124000072479248
7,1777.5633292198181,0.9031999707221985
8,1724.8061878681183,0.9090999960899353
9,1714.3355808258057,0.9211999773979187
10,1842.359798192978,0.9140999913215637
