Run,Duration,Accuracy,Cost
1,4383.906015,0.922900021,1.281854119
2,4383.445204,0.914200008,1.281719378
3,4379.968449,0.921899974,1.280702775
4,4454.049657,0.916700006,1.30236412
5,4439.16346,0.919200003,1.298011396
