Run,Duration,Accuracy
1,4421.993453025818,0.8956999778747559
2,4240.804141044617,0.8995000123977661
3,4239.966008901596,0.9244999885559082
4,4600.585135936737,0.9168000221252441
5,4536.9851059913635,0.9061999917030334
