Run,Duration,Accuracy,Cost
1,1721.717966,0.907500029,1.114640211
2,1720.91541,0.891700029,1.114120636
3,1728.327291,0.893000007,1.118919088
4,1723.207097,0.880400002,1.115604274
5,1688.253145,0.836600006,1.092975086
