Run,Duration,Accuracy,Cost
1,1405.712124,0.886799991,2.74540256
2,1470.274213,0.905499995,2.871494469
3,1490.56374,0.895900011,2.91112059
4,1407.290874,0.872099996,2.748485912
5,1343.908119,0.889599979,2.624697282
