Run,Cost
1,1.20634310064
2,1.2076550561600001
3,1.20634310064
4,1.16698443504
5,1.17485616816
6,1.16698443504
7,1.1702643238400001
8,1.1309056582400001
9,1.1702643238400001
10,1.131561636
