Run,Duration,Accuracy
1,3879.5696721076965,0.9189000129699707
2,3819.0815150737762,0.9218000173568726
3,3878.152351140976,0.909600019454956
4,3818.915142059326,0.9225000143051147
5,3939.3316757678986,0.911899983882904
