Run,Duration,Accuracy
1,4723.227193117142,0.9226999878883362
2,4601.186982870102,0.9200999736785889
3,4483.54295706749,0.9212999939918518
4,4602.768432855606,0.920799970626831
5,4599.846872806549,0.9175000190734863
