Run,Duration,Accuracy,Cost
1,1524.409106,0.900399983,1.883458213
2,1466.460509,0.918900013,1.811860792
3,1465.266511,0.894500017,1.810385568
4,1472.839974,0.911899984,1.819742834
5,1587.766993,0.909099996,1.961738993
