Zone,Run,Duration,Accuracy
us-east1-c,1,7283.886767864227,0.9099000096321106
us-east1-c,2,6982.140928983688,0.9241999983787537
us-east1-c,3,7406.402899980545,0.9301999807357788
us-east1-c,4,7166.934798955917,0.9207000136375427
us-east1-c,5,6923.670835971832,0.9171000123023987
us-east1-c,6,7163.595198869705,0.9186000227928162
us-east1-c,7,6926.126685142517,0.9208999872207642
us-east1-c,8,6924.40952706337,0.9054999947547913
us-east1-c,9,7410.116509914398,0.9168999791145325
us-east1-c,10,7536.457649946213,0.9258999824523926
