Zone,Run,Cost
demand2-us-east1-c,1,3.2148162638645554
demand2-us-east1-c,2,3.081637720416241
demand2-us-east1-c,3,3.2688899839354137
demand2-us-east1-c,4,3.163198342867184
demand2-us-east1-c,5,3.055831360164528
demand2-us-east1-c,6,3.161724376973133
demand2-us-east1-c,7,3.056915273754502
demand2-us-east1-c,8,3.056157388864689
demand2-us-east1-c,9,3.2705290228158193
demand2-us-east1-c,10,3.3262909483802607
