Run,Duration,Accuracy,Cost
1,1347.130922,0.90200001,2.30880272
2,1405.349184,0.915899992,2.408581056
3,1408.649335,0.90170002,2.414237074
4,1291.520966,0.887399971,2.213494673
5,1406.3616,0.897499979,2.410316202
