Run,Duration,Accuracy
1,1722.640830039978,0.9081000089645386
2,1717.2994871139526,0.911899983882904
3,1657.4545538425446,0.9193999767303467
4,1597.9341299533844,0.9236999750137329
5,1658.4867718219757,0.9150000214576721
6,1962.9269180297852,0.9072999954223633
7,1654.8034908771515,0.9128999710083008
8,1656.9757192134857,0.9065999984741211
9,1655.8162620067596,0.9081000089645386
10,1653.001678943634,0.9218000173568726
