Run,Duration,Accuracy,Cost
1,811.8148141,0.900699973,1.617730397
2,852.7795811,0.8829,1.699362252
3,789.3302939,0.903199971,1.572924746
4,826.546768,0.899699986,1.647087252
5,780.237278,0.871299982,1.55480479
