Run,Duration,Accuracy,Cost
1,2268.664153,0.906799972,1.146582863
2,2209.559237,0.890100002,1.116711238
3,2209.598594,0.902499974,1.116731129
4,2208.429017,0.912,1.116140025
5,2212.57959,0.904299974,1.118237725
