Run,Duration,Accuracy
1,1539.0097391605377,0.9054999947547913
2,1654.7691161632538,0.8991000056266785
3,1478.0666551589966,0.9104999899864197
4,1534.5620679855347,0.906000018119812
5,1594.4465658664703,0.9217000007629395
6,1593.2839269638062,0.9186000227928162
7,1541.4233770370483,0.9132000207901001
8,1535.9896099567413,0.9207000136375427
9,1594.2928700447083,0.8948000073432922
10,1532.7567629814148,0.9139000177383423
