Wall Time,Step,Accuracy,Run
1550707671.365686,0,0.10000000149011612,1
1550707740.967129,4019,0.6152999997138977,1
1550707870.988468,8020,0.7472000122070312,1
1550707940.852273,12029,0.807200014591217,1
1550708070.794073,16031,0.7858999967575073,1
1550708140.756658,20034,0.805899977684021,1
1550708270.471123,24037,0.8105000257492065,1
1550708339.966978,28040,0.809499979019165,1
1550708409.931135,32043,0.883400022983551,1
1550708539.979717,36044,0.9050999879837036,1
1550708609.729674,40044,0.9006999731063843,1
1550708740.080973,44053,0.9039999842643738,1
1550708809.849685,48056,0.9047999978065491,1
1550708939.910081,52061,0.904699981212616,1
1550709009.536846,56063,0.9054999947547913,1
1550709079.528509,60069,0.9059000015258789,1
1550709210.375425,64004,0.9054999947547913,1
1550778842.971351,0,0.0997999981045723,2
1550778972.610345,4016,0.4848000109195709,2
1550779042.170248,8020,0.6230999827384949,2
1550779171.768202,12023,0.7508999705314636,2
1550779241.242171,16028,0.7893999814987183,2
1550779370.979542,20028,0.7878000140190125,2
1550779440.379783,24031,0.8226000070571899,2
1550779570.034482,28035,0.8093000054359436,2
1550779639.553903,32045,0.8862000107765198,2
1550779769.423073,36044,0.901199996471405,2
1550779839.008877,40051,0.8981999754905701,2
1550779968.777316,44058,0.8988999724388123,2
1550780038.574214,48061,0.8992000222206116,2
1550780168.564057,52068,0.9003000259399414,2
1550780298.309499,56068,0.8989999890327454,2
1550780367.909813,60074,0.9002000093460083,2
1550780497.740467,64004,0.8991000056266785,2
1550781548.230532,0,0.1023000031709671,3
1550781557.948058,4017,0.5511000156402588,3
1550781687.922652,8018,0.7034000158309937,3
1550781757.690764,12023,0.7763000130653381,3
1550781827.216628,16029,0.8348000049591064,3
1550781957.03504,20036,0.7964000105857849,3
1550782028.923172,24038,0.8288999795913696,3
1550782158.720561,28038,0.8705000281333923,3
1550782228.249801,32041,0.8991000056266785,3
1550782358.158423,36043,0.911899983882904,3
1550782427.984036,40049,0.9122999906539917,3
1550782557.707792,44051,0.911300003528595,3
1550782627.461431,48053,0.9088000059127808,3
1550782757.211486,52059,0.9099000096321106,3
1550782826.806592,56063,0.911899983882904,3
1550782896.501884,60062,0.9107000231742859,3
1550783026.297187,64005,0.9104999899864197,3
1550783487.203404,0,0.10000000149011612,4
1550783556.770927,4016,0.6136999726295471,4
1550783626.711774,8021,0.7831000089645386,4
1550783756.629571,12025,0.8030999898910522,4
1550783826.242727,16026,0.824400007724762,4
1550783956.039649,20036,0.8199999928474426,4
1550784025.455168,24033,0.8483999967575073,4
1550784155.266665,28035,0.8407999873161316,4
1550784224.765249,32035,0.879800021648407,4
1550784354.327034,36040,0.9028000235557556,4
1550784423.911833,40041,0.9047999978065491,4
1550784553.616505,44044,0.9009000062942505,4
1550784623.242674,48048,0.9057999849319458,4
1550784692.703,52047,0.9049000144004822,4
1550784822.403338,56047,0.9050999879837036,4
1550784892.162496,60053,0.9049999713897705,4
1550785021.765472,64006,0.906000018119812,4
1550785478.364684,0,0.09880000352859497,5
