Run,Duration,Accuracy,Cost
1,1055.794111,0.901000023,1.093873057
2,1058.37471,0.910600007,1.09654673
3,1117.50086,0.904100001,1.157805361
4,1060.184994,0.897400022,1.098422304
5,1058.40971,0.913399994,1.096582992
