Wall Time,Step,Accuracy,Run
1551042836.775345,0,0.10000000149011612,1
1551042969.706856,4004,0.6581000089645386,1
1551043162.756372,8003,0.791700005531311,1
1551043295.893264,12005,0.8341000080108643,1
1551043428.979691,16006,0.8343999981880188,1
1551043622.467048,20010,0.8256999850273132,1
1551043755.175888,24011,0.8610000014305115,1
1551043948.8127,28013,0.8537999987602234,1
1551044081.678614,32014,0.8733999729156494,1
1551044214.583835,36013,0.9042999744415283,1
1551044408.374908,40016,0.9071999788284302,1
1551044541.162733,44018,0.9052000045776367,1
1551044674.166222,48017,0.9061999917030334,1
1551044867.490702,52019,0.9063000082969666,1
1551045000.490039,56021,0.9083999991416931,1
1551045194.052464,60024,0.9093000292778015,1
1551045326.983419,64003,0.9071999788284302,1
1551046060.457265,0,0.10010000318288803,2
1551046194.395137,4005,0.5634999871253967,2
1551046387.751493,8006,0.7397000193595886,2
1551046520.783356,12010,0.821399986743927,2
1551046714.166535,16009,0.8424999713897705,2
1551046847.203069,20008,0.8585000038146973,2
1551047040.33554,24011,0.8615999817848206,2
1551047173.090004,28012,0.8636999726295471,2
1551047305.942936,32014,0.8885999917984009,2
1551047499.154655,36015,0.9144999980926514,2
1551047632.21109,40016,0.9176999926567078,2
1551047825.869944,44018,0.9182999730110168,2
1551047958.995211,48020,0.91839998960495,2
1551048152.822237,52021,0.9182999730110168,2
1551048287.800326,56021,0.9175999760627747,2
1551048421.424214,60023,0.9179999828338623,2
1551048614.874549,64003,0.9193999767303467,2
1551049350.204678,0,0.10000000149011612,3
1551049483.434549,4004,0.5112000107765198,3
1551049676.472351,8003,0.6335999965667725,3
1551049809.946338,12006,0.7450000047683716,3
1551049943.303648,16009,0.8130999803543091,3
1551050136.660101,20009,0.8325999975204468,3
1551050269.722219,24008,0.8615000247955322,3
1551050402.879078,28009,0.8519999980926514,3
1551050596.535557,32011,0.8748999834060669,3
1551050729.718997,36014,0.9144999980926514,3
1551050923.082558,40013,0.9128999710083008,3
1551051056.061949,44014,0.9125999808311462,3
1551051189.226338,48016,0.9126999974250793,3
1551051382.37027,52019,0.9147999882698059,3
1551051515.423069,56022,0.9150999784469604,3
1551051648.68136,60021,0.9158999919891357,3
1551051841.99444,64004,0.9150999784469604,3
1551052569.49118,0,0.10080000013113022,4
1551052702.505128,4004,0.44859999418258667,4
1551052835.71233,8005,0.698199987411499,4
1551053029.19402,12009,0.7954999804496765,4
1551053162.123446,16011,0.792900025844574,4
1551053355.451963,20010,0.8382999897003174,4
1551053488.46501,24012,0.8659999966621399,4
1551053622.065703,28013,0.8621000051498413,4
1551053815.550612,32015,0.8784999847412109,4
1551053949.192931,36016,0.9185000061988831,4
1551054082.204924,40018,0.9176999926567078,4
1551054275.582991,44019,0.9169999957084656,4
1551054408.523022,48020,0.9189000129699707,4
1551054541.179198,52022,0.9182000160217285,4
1551054734.53447,56021,0.9179999828338623,4
1551054867.683441,60025,0.9186999797821045,4
1551055000.650035,64003,0.9172999858856201,4
1551055754.120982,0,0.1103999987244606,5
1551055887.280416,4004,0.5845000147819519,5
1551056080.570079,8005,0.7235999703407288,5
1551056214.181412,12006,0.8227999806404114,5
1551056408.087365,16007,0.8389999866485596,5
1551056541.550983,20008,0.8604000210762024,5
1551056734.858956,24009,0.8665000200271606,5
1551056867.887936,28009,0.8712999820709229,5
1551057061.635354,32011,0.8697999715805054,5
1551057194.494358,36011,0.9187999963760376,5
1551057387.979369,40013,0.920799970626831,5
1551057520.985912,44014,0.9229000210762024,5
1551057714.434501,48017,0.920199990272522,5
1551057847.377763,52015,0.9222000241279602,5
1551058040.791504,56017,0.9214000105857849,5
1551058174.178453,60018,0.9211999773979187,5
1551058367.874172,64001,0.9221000075340271,5
