Run,Duration,Accuracy
1,2490.2080738544464,0.9071999788284302
2,2554.417284011841,0.9193999767303467
3,2491.789762020111,0.9150999784469604
4,2431.1588549613953,0.9172999858856201
5,2613.7531900405884,0.9221000075340271
