Run,Duration,Accuracy,Cost
1,3292.998887,0.919499993,1.196675795
2,3354.0598,0.921199977,1.218865331
3,3354.515806,0.894699991,1.219031044
4,3355.351723,0.917500019,1.219334816
5,3354.534286,0.921700001,1.21903776
