Wall Time,Step,Accuracy,Run
1550937685.562884,0,0.1039000004529953,1
1550937879.671005,4008,0.5202999711036682,1
1550938134.239236,8011,0.6930999755859375,1
1550938328.638733,12014,0.7867000102996826,1
1550938523.007273,16018,0.8501999974250793,1
1550938718.035084,20024,0.8429999947547913,1
1550938912.615667,24027,0.8698999881744385,1
1550939167.155313,28030,0.8866999745368958,1
1550939361.39599,32034,0.8974999785423279,1
1550939556.000217,36038,0.9182000160217285,1
1550939750.505993,40042,0.9172000288963318,1
1550939945.070393,44045,0.9194999933242798,1
1550940199.782056,48048,0.920199990272522,1
1550940394.597351,52053,0.9187999963760376,1
1550940589.106914,56058,0.9186999797821045,1
1550940783.536167,60063,0.919700026512146,1
1550940978.561771,64006,0.9194999933242798,1
1550941745.072339,0,0.10450000315904617,2
1550942000.38714,4007,0.4997999966144562,2
1550942195.087284,8009,0.7091000080108643,2
1550942389.74582,12012,0.8098000288009644,2
1550942584.241535,16017,0.8385000228881836,2
1550942778.481799,20021,0.8659999966621399,2
1550943033.079577,24024,0.8650000095367432,2
1550943227.362908,28029,0.8665000200271606,2
1550943422.064876,32034,0.8899999856948853,2
1550943616.782625,36037,0.9165999889373779,2
1550943811.535144,40041,0.9210000038146973,2
1550944066.298141,44045,0.9208999872207642,2
1550944260.735009,48050,0.9190000295639038,2
1550944455.275655,52051,0.921500027179718,2
1550944649.64765,56056,0.9205999970436096,2
1550944844.151408,60057,0.9211999773979187,2
1550945099.132139,64006,0.9211999773979187,2
1550945812.204458,0,0.09719999879598618,3
1550946067.03148,4009,0.2971999943256378,3
1550946261.199983,8011,0.492000013589859,3
1550946455.437041,12016,0.5282999873161316,3
1550946650.032622,16017,0.6876000165939331,3
1550946844.519255,20023,0.7483000159263611,3
1550947099.217534,24030,0.7892000079154968,3
1550947293.541742,28033,0.8377000093460083,3
1550947488.237147,32035,0.8755000233650208,3
1550947682.726976,36039,0.8910999894142151,3
1550947878.442095,40044,0.8903999924659729,3
1550948133.045966,44049,0.8891000151634216,3
1550948327.542984,48050,0.8944000005722046,3
1550948522.333578,52055,0.8934000134468079,3
1550948717.076297,56059,0.89410001039505,3
1550948972.062327,60064,0.8959000110626221,3
1550949166.720264,64006,0.8946999907493591,3
1550949887.538505,0,0.10199999809265137,4
1550950142.549043,4008,0.5231000185012817,4
1550950337.399106,8011,0.6840000152587891,4
1550950531.795242,12014,0.8016999959945679,4
1550950726.73962,16019,0.8021000027656555,4
1550950920.85385,20022,0.840499997138977,4
1550951175.600672,24025,0.8276000022888184,4
1550951370.144185,28030,0.8702999949455261,4
1550951564.979269,32032,0.8891000151634216,4
1550951759.349433,36039,0.9143000245094299,4
1550951954.451891,40042,0.9168999791145325,4
1550952209.451819,44046,0.9147999882698059,4
1550952403.946459,48047,0.9168999791145325,4
1550952598.596651,52054,0.9169999957084656,4
1550952793.104176,56057,0.9154000282287598,4
1550952987.683186,60060,0.9178000092506409,4
1550953242.890228,64005,0.9175000190734863,4
1550953961.67541,0,0.12870000302791595,5
1550954216.64903,4008,0.5012000203132629,5
1550954411.179608,8011,0.6633999943733215,5
1550954605.60968,12014,0.733299970626831,5
1550954800.032505,16018,0.8111000061035156,5
1550954994.438541,20023,0.8317000269889832,5
1550955249.256214,24027,0.8260999917984009,5
1550955443.713279,28032,0.85589998960495,5
1550955638.298326,32037,0.9013000130653381,5
1550955832.811745,36042,0.9190999865531921,5
1550956027.908628,40045,0.9190999865531921,5
1550956282.647711,44052,0.9211000204086304,5
1550956477.216768,48057,0.9215999841690063,5
1550956671.706165,52062,0.9225999712944031,5
1550956866.254658,56062,0.9214000105857849,5
1550957061.267532,60064,0.9236000180244446,5
1550957316.209696,64006,0.9217000007629395,5
