Zone,Run,Cost
us-east1-c,1,2.8257915932374646
us-east1-c,2,2.8262850336043073
us-east1-c,3,2.8253207669687797
us-east1-c,4,2.8738798664060523
us-east1-c,5,2.849035221621027
us-east1-c,6,2.801573392900317
us-east1-c,7,2.825137746195934
us-east1-c,8,2.8257162739912367
us-east1-c,9,2.825015185092566
us-east1-c,10,2.801126140468645
