Wall Time,Step,Accuracy,Zone,Run
1550380654.930989,0,0.10000000149011612,us-east1-c,1
1550381518.836964,4000,0.7749999761581421,us-east1-c,1
1550382443.74141,8000,0.8373000025749207,us-east1-c,1
1550383308.027386,12000,0.824400007724762,us-east1-c,1
1550384171.458262,16000,0.8694999814033508,us-east1-c,1
1550385036.660876,20000,0.8529000282287598,us-east1-c,1
1550385961.116632,24000,0.8780999779701233,us-east1-c,1
1550386825.048241,28000,0.8758999705314636,us-east1-c,1
1550387690.005448,32000,0.8745999932289124,us-east1-c,1
1550388553.666112,36000,0.9312999844551086,us-east1-c,1
1550389418.924809,40000,0.9307000041007996,us-east1-c,1
1550390343.653545,44000,0.9312000274658203,us-east1-c,1
1550391207.441489,48000,0.9312999844551086,us-east1-c,1
1550392071.710777,52000,0.9316999912261963,us-east1-c,1
1550392935.550642,56000,0.9320999979972839,us-east1-c,1
1550393860.324141,60000,0.9320999979972839,us-east1-c,1
1550394725.49611,64000,0.9309999942779541,us-east1-c,1
1550395033.172325,0,0.10840000212192535,us-east1-c,2
1550395897.164954,4000,0.7594000101089478,us-east1-c,2
1550396822.603773,8000,0.8339999914169312,us-east1-c,2
1550397686.454544,12000,0.8615999817848206,us-east1-c,2
1550398550.319806,16000,0.8500999808311462,us-east1-c,2
1550399414.32652,20000,0.7342000007629395,us-east1-c,2
1550400338.343465,24000,0.8730999827384949,us-east1-c,2
1550401203.398597,28000,0.838100016117096,us-east1-c,2
1550402068.251165,32000,0.8644000291824341,us-east1-c,2
1550402933.30444,36000,0.9269000291824341,us-east1-c,2
1550403797.212621,40000,0.9257000088691711,us-east1-c,2
1550404721.40755,44000,0.929099977016449,us-east1-c,2
1550405586.160075,48000,0.9316999912261963,us-east1-c,2
1550406450.173612,52000,0.9319999814033508,us-east1-c,2
1550407315.783454,56000,0.9314000010490417,us-east1-c,2
1550408180.065713,60000,0.9319000244140625,us-east1-c,2
1550409106.194451,64000,0.9308000206947327,us-east1-c,2
1550380655.540564,0,0.12049999833106995,us-east1-c,3
1550381580.344813,4000,0.7735000252723694,us-east1-c,3
1550382444.45289,8000,0.8260999917984009,us-east1-c,3
1550383309.001443,12000,0.8331000208854675,us-east1-c,3
1550384172.324496,16000,0.8471999764442444,us-east1-c,3
1550385036.366887,20000,0.8379999995231628,us-east1-c,3
1550385960.774318,24000,0.8780999779701233,us-east1-c,3
1550386824.904871,28000,0.8536999821662903,us-east1-c,3
1550387689.346601,32000,0.8605999946594238,us-east1-c,3
1550388553.166376,36000,0.9233999848365784,us-east1-c,3
1550389477.874318,40000,0.9248999953269958,us-east1-c,3
1550390341.929744,44000,0.925599992275238,us-east1-c,3
1550391266.955527,48000,0.926800012588501,us-east1-c,3
1550392131.553122,52000,0.927299976348877,us-east1-c,3
1550392995.393785,56000,0.9284999966621399,us-east1-c,3
1550393859.381351,60000,0.9272000193595886,us-east1-c,3
1550394723.761283,64000,0.927299976348877,us-east1-c,3
1550395058.622842,0,0.10000000149011612,us-east1-c,4
1550395982.318172,4000,0.7835999727249146,us-east1-c,4
1550396906.514412,8000,0.8410999774932861,us-east1-c,4
1550397770.924191,12000,0.826200008392334,us-east1-c,4
1550398633.97354,16000,0.8479999899864197,us-east1-c,4
1550399558.83968,20000,0.8511999845504761,us-east1-c,4
1550400423.507551,24000,0.8794999718666077,us-east1-c,4
1550401347.131451,28000,0.8744000196456909,us-east1-c,4
1550402211.911214,32000,0.864799976348877,us-east1-c,4
1550403136.524531,36000,0.9307000041007996,us-east1-c,4
1550404000.400625,40000,0.9319999814033508,us-east1-c,4
1550404926.22965,44000,0.9312000274658203,us-east1-c,4
1550405789.977896,48000,0.9325000047683716,us-east1-c,4
1550406714.343352,52000,0.9330999851226807,us-east1-c,4
1550407579.011556,56000,0.9332000017166138,us-east1-c,4
1550408503.939541,60000,0.9333000183105469,us-east1-c,4
1550409368.635621,64000,0.933899998664856,us-east1-c,4
1550423781.613594,0,0.10029999911785126,us-east1-c,5
1550424645.252256,4000,0.7400000095367432,us-east1-c,5
1550425569.494874,8000,0.8457000255584717,us-east1-c,5
1550426433.530195,12000,0.8271999955177307,us-east1-c,5
1550427297.94362,16000,0.8522999882698059,us-east1-c,5
1550428221.905129,20000,0.8385000228881836,us-east1-c,5
1550429085.7126,24000,0.8596000075340271,us-east1-c,5
1550430010.193355,28000,0.8827000260353088,us-east1-c,5
1550430873.621145,32000,0.8356999754905701,us-east1-c,5
1550431736.915108,36000,0.9307000041007996,us-east1-c,5
1550432660.720508,40000,0.9319000244140625,us-east1-c,5
1550433525.286529,44000,0.9318000078201294,us-east1-c,5
1550434388.594195,48000,0.933899998664856,us-east1-c,5
1550435313.738776,52000,0.9348000288009644,us-east1-c,5
1550436178.509569,56000,0.9343000054359436,us-east1-c,5
1550437043.072604,60000,0.9354000091552734,us-east1-c,5
1550437967.916545,64000,0.9352999925613403,us-east1-c,5
1550438278.927506,0,0.10000000149011612,us-east1-c,6
1550439143.898818,4000,0.7965999841690063,us-east1-c,6
1550440068.082409,8000,0.8450000286102295,us-east1-c,6
1550440932.051001,12000,0.8382999897003174,us-east1-c,6
1550441795.517001,16000,0.861299991607666,us-east1-c,6
1550442659.789418,20000,0.8557000160217285,us-east1-c,6
1550443523.537744,24000,0.8755999803543091,us-east1-c,6
1550444449.166571,28000,0.8826000094413757,us-east1-c,6
1550445313.737495,32000,0.8745999932289124,us-east1-c,6
1550446177.878248,36000,0.9276000261306763,us-east1-c,6
1550447042.654896,40000,0.9277999997138977,us-east1-c,6
1550447907.050457,44000,0.9279000163078308,us-east1-c,6
1550448771.457127,48000,0.9304999709129333,us-east1-c,6
1550449635.13602,52000,0.9311000108718872,us-east1-c,6
1550450500.186182,56000,0.9311000108718872,us-east1-c,6
1550451363.966027,60000,0.9304999709129333,us-east1-c,6
1550452228.902076,64000,0.9297999739646912,us-east1-c,6
1550423781.332236,0,0.10000000149011612,us-east1-c,7
1550424644.798076,4000,0.6754000186920166,us-east1-c,7
1550425509.203726,8000,0.8420000076293945,us-east1-c,7
1550426433.734799,12000,0.8445000052452087,us-east1-c,7
1550427297.585145,16000,0.8579000234603882,us-east1-c,7
1550428162.264973,20000,0.8719000220298767,us-east1-c,7
1550429026.574022,24000,0.8686000108718872,us-east1-c,7
1550429951.242934,28000,0.8651000261306763,us-east1-c,7
1550430814.787949,32000,0.866599977016449,us-east1-c,7
1550431678.916503,36000,0.9254000186920166,us-east1-c,7
1550432542.493299,40000,0.9279000163078308,us-east1-c,7
1550433406.97762,44000,0.9287999868392944,us-east1-c,7
1550434331.758908,48000,0.9297999739646912,us-east1-c,7
